total_postings,total_unique_hirers,total_categories,earliest_post_date,latest_post_date,pct_salary_disclosed,pct_duplicate_ads,pct_direct_contact_email,avg_description_word_count
10000,5216,30,2019-08-08,2019-10-31,30.6,3.2,12.1,298.0
